Text,Types
A man physically abused me by touching my breast inside a bus.,Touching /Groping
"while shopping with my mom, we went to kurta store. the shopkeeper asked me to measure first to confirm the size. In this process he tried to abuse me by touching my private organ. then i got so angry and threw that tape in his face and scold him.",Touching /Groping
my purse and gold jewelry was snatched.,Chain Snatching
"a guy used to stalk me everyday but one day i was with my dad and after that day, he was no where to be seen.",Others
two guys at the metro station were showing off their genitals .,Indecent exposure
a guy was trying to touch me in bus.,Chain Snatching
my chain and purse got snatched.,Chain Snatching
"when i was going to tuition class , a guy was stalking me.",Others
bus was heavily crowded a guy was rubbing against me.,Touching /Groping
"at evening ,my earring got snatched",Chain Snatching
almost everyday i face it.,Commenting
its a very common thing here.,Catcalls/Whistles
i face it almost everyday whenever i go to my nani's place.,Commenting
i am actually used to it now while coming back from office everyday.,Commenting
a man in his 40s was commenting and walking behind me.,Commenting
"at night, all street vendors are passing cheap comments.",Poor / No Street Lighting
this area is really unsafe at night.,Poor / No Street Lighting
"at night, there is no street lights and makes this area is really unsafe.",Poor / No Street Lighting
"no proper street lights, guys comment.",Commenting
"at night, there is no street lights and it makes this area really unsafe very unsafe.",Poor / No Street Lighting
a guy was commenting nonsense.,Commenting
some guys were following and passing comments.,Commenting
my chain was snatched.,Chain Snatching
a group of boys were commenting on me.,Chain Snatching
a group of boys were taking pictures of mine and trying to touch me on the bus stand.,Taking pictures
a group of boys were commenting on me.,Commenting
a guy was showing off his penis and was passing some really offensive comments.,Indecent exposure
"2 guys were drunk and grabbed me , i shouted for help and a guy came for my rescue.",Touching /Groping
"2 guys were drunk and grabbed me , i shouted for help and a guy came for my rescue.",Touching /Groping
some people were commenting on a girl they were actually calling gr inside their car.,Sexual Invites
commenting is very common.,Commenting
a person was rubbing against me while i was in bus.,Touching /Groping
a stranger started stalking me and asked me if i could talk to him. he used to follow me till my house.,Commenting
"that person sitting on ladies seat, i asked him for seat, he started doing misbehavior.",Commenting
nonsense guys following and trying to follow me.,Commenting
i was standing with my sister at the bus stop waiting for bus and two guys came in car and was actually inviting us in their car and was lewd comments.,Commenting
first these guys were commenting and then suddenly they snatched my chain and ran away.,Chain Snatching
someone snatched my chain,Chain Snatching
at night near railway station a group of boys were commenting and trying to touch me.,Commenting
in the evening two men on bike snatched my mother's chain and ran away.,Chain Snatching
i used to face it almost everyday during my internship period .,Commenting
a group of boys were making some nonsense facial expressions.,Ogling/Facial Expressions/Staring
two boys were following me and were passing lewd comments.,Catcalls/Whistles
there was a person who was stalking me when i was shopping with my mother and he was passing dirty comments.,Commenting
at evenig time 3 boys were trying to touch me at aiims bus stop.,Touching /Groping
a group of boys were assing lewd comments while i was coming back home from office.,Commenting
"i always face it there, as my tuition is there. no other way out.",Commenting
a group of boys were trying to touch me and when i started to run away they started pushing me down.,Touching /Groping
a group of boys were trying to touch me and making some non sense comments.,Commenting
making some comments and making some nonsense facial expressions.,Commenting
"my wallet, mobile was stolen by someone on the bus stand.",Others
"a teacher used to assault me , when i told my mother about it,she asked me not to go to tuition",Sexual Invites
Three boys tried to sexually abuse my friend,Touching /Groping
I have come across fools and vagabonds at almost every place in my college life. They pass indecent comments and whistle in an indecent manner and show vulgar gestures. This embarrasses the other person (girls0.,Commenting
I was on my way home and a guy just followed me and asked me to make friendship. I started running and he too started running behind me. Then he scanned my whole building searching for me.,Catcalls/Whistles
My relative touches me everyday i feel so harassed,Touching /Groping
"i was a kid that time, i guess in 2nd standard. this boy named pradeep used to play with me everyday and one day he took me to his home and there started talking off his clothes and said we are playing a game and suddenly my mom came and took me back home. that time i didn't knew what exactly happened but as i grew up it had a very negative impact in my mind",Sexual Invites
"at 3:00pm when roads are quite silent, a boy on bike snatched my chain and ran away.",Chain Snatching
"its almost everyday thing here, i find this place unsafe and am always wid my brother or dad when i visit market or go out.",Catcalls/Whistles
i was coming back from office at around 8:30 and a guy was following me from IIFCP chowk and when i reached kapashera border by auto .he start off showing his genitals.,Indecent exposure
guys at evening time make almost immpossible to walk on roads.,Catcalls/Whistles
i was at bapu dham bus stop. its very less crowded area. at 7:30 was waiting for bus to come but auto wallahs starting passing commenting and whistling,Catcalls/Whistles
i was going to my aunt's home around 7:30pm and a guy start stalking me and was passing lewd comments. i took auto and left immediately,Commenting
i was travelling in bus and it was so crowded that a guy was touching me so inappropriate that i was almost in tears.,Touching /Groping
"i was in dtc bus in morning and i asked a guy to let me sit as it was ladies seat,but he started passing lewd comments and even driver and conductor didn't said anything to him",Commenting
"around 3:45pm ,i was in bus no. 448 and one guy suddenly grabbed my phone and ran away.",Others
"me and my friend were returning home after school in public bus. Beside my friend, there was a man. Suddenly that man forced and dragged my friend towards him and kissed her. She stopped the bus shouting and crying but no other people helped us and didnt do anything to that man.",Others
Someone groped me from behind,Touching /Groping
"In the class, a boy tried to touch me inappropriately.",Touching /Groping
"Some guys used to follow me during the month of feburary ,when i used to travel for my coaching classes",Others
"While travelling from Colaba to Cumballa hill by bus, one man standing next to me unzipped his pant and flashed and started falling on me. I was sitting so then I made a noise. I slapped him and the conductor was forced to throw him out.",Ogling/Facial Expressions/Staring
Commenting at Rajiv Chowk metro station,Commenting
Few drunk people passed comments when me and my friend (girl) were walking and they tried to approach.,Catcalls/Whistles
I was in an auto. 2 boys on a bike started teasing and laughing. For my safety I removed my cell phone and started acting as if i am noting their bike number and they just moved out.,Catcalls/Whistles
My friend was going back home from college. She was in a rickshaw. A guy was driving alongside the rickshaw and was masturbating looking towards my friend. She was horrified.,Commenting
"It was after New Year's mass while going for a party, I was eve teased and I complained to the cops.",Taking pictures
A group of boys stalked my friend and me,Others
me and my cousin were returning from school and a man walked past us and all of sudden he turned and pinched my cousins private area. before we knew he ran. i asked some boys to run behind him. this happened in front of st.joseph high schools playground.,Touching /Groping
I was at NAhargargh Fort in Jaipur where a guy was winking at me and smiling for no reason which made me feel awkward.,Ogling/Facial Expressions/Staring
A friend was stalked continuously for 20 days by a stranger on the way back from her tuition to home.,Catcalls/Whistles
I witnessed an incident when there was indecent touching done by a guy . It happened during evening hours .,Touching /Groping
"While travelling in public transport , I have witnessed many indecent incidents happening . I have even taken the initiative to stop such instances . They usually take place during evening hours .",Catcalls/Whistles
I witnessed an incident when a chain was being snatched from a lady by two boys on a bike . It happened during night hours .,Chain Snatching
I was subjected to cheap comments and songs while I was travelling in a public place during evening .,Commenting
I witnessed an incident when a chain was brutally snatched from an elderly lady . The incident took place during evening .,Chain Snatching
"It happened during late evening , that I was travelling and I was subjected to various catcalls , whistles and comments . It happened in metro and the dingy ""gallis"" of our city .",Catcalls/Whistles
"I was standing, & boy was continuously watching, commenting. He also follows me till I reached metro stn",Commenting
"After shopping, while walking on the street, a bunch of teens were standing and whistling while I was passing and started calling me.",Catcalls/Whistles
I was with my group of friends and we had gone for shopping and one of my friends from our own group was abused by a stranger.,Commenting
"I am a UK National who visited India from January 15th 2014 to January 26th 2014. Whilst on a train from Jodphur to Delhi on Friday 24th January with my male partner I was the victim of a crime. There was a samosa vendor on the train who served us food but who came back later to our carriage and was caught by me, concealing himself in the carriage whilst masturbating and staring at me. Both myself and my partner confronted the man and we were assured by the train guard that he had been removed from the train.",Indecent exposure
Lewd comments at Vashi bus depot,Commenting
I was standing in the metro when someone touched my hand. His smirk told me that it was intentional.,Touching /Groping
When I was returning home from college a group of boys follows me and trains to stop my way,Ogling/Facial Expressions/Staring
When I was studying at Delhi University I used to travel by U special. Before I could get on at the bus stop a group of bikers whistled at me.,Catcalls/Whistles
till date being a boy i have not faces such problems but my sister has shared that she was teased by boys at her school and on the way,Commenting
i was followed and commented by the a man while i was walking on the street,Commenting
I went to the government office for an official appointment. The official was showing me pornographic videos and I was scared as I was alone.,Indecent exposure
Man rubbing against me in Delhi Metro,Touching /Groping
Coming back from college a group of men on a motorcycle teased me.,Ogling/Facial Expressions/Staring
When i was in school there is one boy who always steer me & whenever i go somewhere he always follow me wheather its my tution & my street,Catcalls/Whistles
A friend went with a guy friend of hers for a party at night. He tried to force himself on her.,Touching /Groping
"When I was just 7 years old, I was in my music clas, a man called me upto the top floor and tried to abuse me. I fled from that place.",Rape / Sexual Assault
"I was travelling in an auto and the auto was at a halt. A guy came and touched my chest and ran. Before I could realise anything had happened, he had fled.",Touching /Groping
I was kissed inappropriately by my family friend.,Touching /Groping
"Commenting, catcall, whistles,ogling, facial expressions",Catcalls/Whistles
People use bad words and passes bad comments on girls.,Commenting
Some boys were passing bad comments on me and my friends,Catcalls/Whistles
"outside the metro station he tried to press my boobs, bu was not able to, I tried to call him back, there was nobody there like totally isolated",Sexual Invites
a guy purposely groped when the metro stopped,Touching /Groping
Group of 4 boys were touching in a bad manner continuously in bus route no. 721 753 821 853.,Touching /Groping
I was commented at,Commenting
Catcalls Commenting and bad facial expressions,Catcalls/Whistles
was stalked,Others
I was commented at,Commenting
I was going to home when I saw some boys harassing a girl in a car.,Catcalls/Whistles
I was commented at,Commenting
it happened with my mom while walking with my dad 2 motorbiked men executed it,Chain Snatching
"I was heading toward my tuition, someone was actually following me",Ogling/Facial Expressions/Staring
I was commented at,Commenting
a man kept his hand on my shoulder,Touching /Groping
I was touched in an inappropriate way,Touching /Groping
I as touched in an inappropriate way,Taking pictures
"while going out work or on my way to college people used to pass comments like chinese, chinkis,etc",Commenting
while walking on road 2 guy going on a bike started commenting on me and my friend,Catcalls/Whistles
a guy followed me to my place,Others
"Chain Snatching, commenting, and ogling in evening time in the area is very common.",Chain Snatching
while walking on the streets,Catcalls/Whistles
While coming back from tuition (DG2 Vikaspuri) some guys were exposing their private part just to harass girls.,Commenting
groping incident happened in a bus where I was standing and a man touched me indecently. The indecent Exposure happened night outside my hostel where a man took out his penis and tried flaunting it to me. it was near Shenkar vihar Deli Cantt.,Touching /Groping
"Catcalls Commenting and bad facial eexpressions in H block of SHastri nagar, RAped a girl of age 5 to 6 years.",Catcalls/Whistles
"we were going in an auto and suddenly this car with 5-6 guys put on really loud music (disgusting, cheap songs) and were making weird expressions and followed us around for 15-20 minutes. It was really scary.",Catcalls/Whistles
Catcalls and bad commenting,Catcalls/Whistles
"we were going in an auto and suddenly this car with 5-6 guys put on really loud music (disgusting, cheap songs)and were making weird facial expressions and followed us around for 15-20 mins. it was really scary.",Catcalls/Whistles
"Boys usually roam around this place and passes bad comments on girls, whistles on them, etc.",Catcalls/Whistles
while crossing the bridge over to satya my friends and I encountered a creep pulling down his pants and touching his penis.,Catcalls/Whistles
"Criminals usually do Chain snatching, commenting and various other bad activities.",Chain Snatching
some guys were on the bike and wouldn't let us pass through,Catcalls/Whistles
A was ogled at,Ogling/Facial Expressions/Staring
Commenting & Taking Pictures on girls who came from their offices.,Commenting
I was commented at,Catcalls/Whistles
People tend to take advantage of the crowded DTC buses and behave indecently,Ogling/Facial Expressions/Staring
I was standing normally he was groping my back.,Touching /Groping
Some boys were calling a girl with vulgar language and really bad facial expressions.,Catcalls/Whistles
Rape/sexual assault of a 12 year old girl.,Rape / Sexual Assault
Catcalls Commenting and bad facial expressions,Catcalls/Whistles
I was waiting for an auto and two boys were leaving on bikes and kept on whistling and staring.,Catcalls/Whistles
At uttam nagar terminal some bad boys starts commenting on the girls who passes from that area.,Commenting
whistled at while waiting for a bus.,Catcalls/Whistles
taking pictures of girls who were passing those area.,Taking pictures
"A guy who keeps masturbating and teasing on the sight of girls, and he kept coming back despite complaining.",Commenting
I was coming back from Tuition and a boy was trying to touch in a very bda manner.,Touching /Groping
someone grabbed my ass while walking.,Touching /Groping
"Chain Snatching, commenting, touching, are very common in this area.",Chain Snatching
I witnessed an incident of chain snatching near Red Fort.,Chain Snatching
"Ogling, touching and groping",Ogling/Facial Expressions/Staring
A girl was kidnapped and then she was raped by the criminal.,Rape / Sexual Assault
"Commenting, touching girls in a bad manner",Commenting
That guy use to stalk ma and kept on passing comments whenever he saw me. Because I stay in satyaniketan Si I couldn't avoid him.,Catcalls/Whistles
"Catcalls Commenting, Indecent exposure, and bad facial expressions",Catcalls/Whistles
People near old fort and near old delhi metro station do these bad activities.,Catcalls/Whistles
"In metro, while I was travelling some guys in  a group were teasing me They were passing comments which were kind of disturbing.",Commenting
I was commented at,Commenting
"guys masturbating,. scandalized",Indecent exposure
I was walking and someone tried to touch me in a very bad manner.,Touching /Groping
General,Commenting
Some days back I saw an incident of chain snatching in front of Ganga Ram Hospital.,Chain Snatching
guy followed me till my home and misbehaved right in front of my house,Catcalls/Whistles
I was whistled at,Catcalls/Whistles
I was whistled at,Catcalls/Whistles
i was touched inappropriately,Touching /Groping
2 guys on a bike hit a girl on her back and snatched her gold charm,Chain Snatching
Boys standing near the seats of the girls makes indecent expressions (Bus route no. 879),Commenting
I was commented at,Commenting
Catcalls Commenting and bad facial expressions,Catcalls/Whistles
"People passes bad comment on girls, on their dressing style!!",Commenting
"while walking towards he station, people standing outside the metro station made some lewd commens",Catcalls/Whistles
"Misbehavior of some boys, they passes vulgar comments on girls.",Commenting
I was standing in metro line and waiting for the metro to come and suddenly one man came from backside and started touching me.I stopped him by pushing him backwards,Touching /Groping
chasing on  a bike.,Catcalls/Whistles
"I was crossing by the satya bridge, a boy called up and was masturbating and as sexually inviting",Catcalls/Whistles
he touched my breast and back,Touching /Groping
that day it was very crowded and there was a guy who kept touching me. I tried to move away but he kept changing his place next to me.,Touching /Groping
A guy masturbating at the roadside and ogling. And in the bus touching inappropraitely,Commenting
I was touched/groped,Touching /Groping
two bikes with four men came and surrounded me when i was coming from my class.,Catcalls/Whistles
this guy stopped his car in front of me while i was walking towards the college and he clicked pictures. I couldn't do anything so I just hide my face and ran away.,Catcalls/Whistles
I was walking towards my home. there was a group of men sitting at the side. the made a complete video of me walking down. I felt helpless and he had the fucking guts to hold the camera in front of me.,Catcalls/Whistles
touched me at an inappropriate place,Touching /Groping
I was ogled and commented at.,Catcalls/Whistles
"staring making expressions, bus stop touching",Ogling/Facial Expressions/Staring
when we go in bus mostly the men comment on the girls.,Chain Snatching
staring at others and trying to touch (specially for young girls).,Commenting
"in bus, boys push and fall upon girls and try to get close, mostly men do such nonsense.",Commenting
In the road sides boys always use to commenting on girls or whistles.,Catcalls/Whistles
"I am a 15 years old boy. a year ago i was stalked by the group of people who robbed my cell phone, money etc",Stalking
I was commented at,Commenting
we went for a project with guys ogling at us.,Commenting
"Witnessed a flasher in a car, a guy passed lewd comments while waiting at a metro station.",Indecent exposure
"A man touched some of my private parts, while I was travelling in the bus",Catcalls/Whistles
I was travelling in this bus and a man came behind me and I felt his penis. I just pushed my elbow in his stomach and he moved forward.,Touching /Groping
I was commented at,Commenting
I was commented at,Commenting
I was just passing through the station. I saw a group of guys who started commenting on me,Commenting
I was commented at,Commenting
following me and whistling when I was crossing the road while coming from tuitions.,Catcalls/Whistles
when I  was on my way to the bus stop there was a group of boys who were commenting,Commenting
I was commented at,Commenting
the places was very crowded that day and that guy had an opportunity to touch girls. It was very uncomfortable.,Touching /Groping
this was an incident at satya niketan on the foot over bridge where a person commented o the dressing sense of a girl,Commenting
happened in evening near select city walk mall,Touching /Groping
mostly in blue line metros in evening,Ogling/Facial Expressions/Staring
in the evening they touched and gave bad comments while going to the market,Touching /Groping
happened in evening,Indecent exposure
Happened in evening,Commenting
some bikers trouble the woman gooing for work especially near the metro station,Catcalls/Whistles
They were on the bike and i was on the rickshaw going back home and they looked and commented on me badly,Commenting
Normal staring a girls is common,Others
commenting bad words in evening at district center,Commenting
I was touched/groped,Touching /Groping
happened in afternoonn,Commenting
happend in evening in vaishali bounded metro,Commenting
it was a crowdy area and touching incidents were common there.,Touching /Groping
The conductor was staring and often inquires about me.,Others
happened near shoppers stop in evening,Catcalls/Whistles
the place is very secluded,Others
happened in evening,Catcalls/Whistles
passerby deiberately touch hands,Catcalls/Whistles
Passer by tocuhing and holding hands in blue line metros,Commenting
it happened in evening,Commenting
I WAS COMMENTED And whisteled in afternoon,Catcalls/Whistles
it happened in evening,Touching /Groping
IT HAPPENED IN AFTERNOON BUS BOUNDING TOWARDS UTTAM NAGAR TERMINAL,Touching /Groping
it happened in afternoon,Catcalls/Whistles
it happened in afternoon and evening,Commenting
its basically groping and the blaming us.,Catcalls/Whistles
hapened in evening in  red line metro,Touching /Groping
the boys were continuously staring.,Catcalls/Whistles
IN MORNING IT HAPPENED,Commenting
IN EVENING IT HAPPENED in blue line metro,Commenting
it happened in morning,Commenting
it happened in morning,Commenting
it happened in morning,Commenting
In evening it happened,Catcalls/Whistles
the person was repetedly dong the same,Touching /Groping
WHILE TRAVELLING ALONE I HAVE BEEN COMMENTED AND CHASED BY PEOPLE,Commenting
in the metro,Ogling/Facial Expressions/Staring
it happened in eveninng,Catcalls/Whistles
eve teasing in bus in morning,Touching /Groping
"My friend was surrounded by 4-5 boys annd she could not escape in metro station. then few aunties intervene to rescue her,",Catcalls/Whistles
it happened in evening,Commenting
It happened at night,Catcalls/Whistles
"it happens in afternon,evening and night.",Chain Snatching
it happened in the evening,Catcalls/Whistles
My friend was going home and some boy tried to ask lift from her,Catcalls/Whistles
happened in evening,Catcalls/Whistles
happened in afternoon,Commenting
happened in evening,Commenting
boys touching or wanting to do wanted stuff forcefully,Touching /Groping
murder,Others
happened in evening,Commenting
I was commented at and touched/groped,Commenting
happened in evening,Catcalls/Whistles
some boys were toouching and commenting a girl,Touching /Groping
happened in morning,Commenting
happened in evening,Catcalls/Whistles
happened in morning,Catcalls/Whistles
it happened in afternoon,Commenting
I was commented at and touched/groped,Commenting
i was going home a guy started showing his parts in afternoon,Indecent exposure
it usually happens in night and evening,Commenting
it happens in morning and afternoon,Commenting
"i was coming to my college and a guy stopped his car and started commenting on me like "" umm hmm like to have a tea with me come sit with me etc""",Commenting
happened in morning,Touching /Groping
happened in afternoon,Touching /Groping
we went trinity and the boys of there are so cheap.,Commenting
i was coming from turramnagar after shopping and a stranger touched me,Touching /Groping
One man was trying to come close to me,Commenting
the person was trying to touch my private parts,Touching /Groping
hapened in afternoon,Touching /Groping
it happened in afternoon,Commenting
some boys were comenting on colege girls at 3 pm,Commenting
there is a place where is the wine works are done and sonme people are drinking.there are so many people mentally disbehaved,Rape / Sexual Assault
happened in afternoon,Commenting
A girl was touched knowingly by  a man as there was crowd in the metro around 6 pm,Touching /Groping
it happened in afternoon,Taking pictures
It happened in morning,Catcalls/Whistles
It happened around 8'o clock,Touching /Groping
"In residential area, guys harrased a lil gal provoking her.",Touching /Groping
In evening it happened,Commenting
WHILE GOING HOME BOYS OFTEN DO THIS,Catcalls/Whistles
HAPPENED IN EVENING,Touching /Groping
in bus its often,Catcalls/Whistles
COMMENTING ETC ARE COMMON IN EVENING,Catcalls/Whistles
The guy was taking my friend in his auto. it was kidnapping of sorts but the girl was rescued in evening,Sexual Invites
Hyatt to mohammadpur subway is not safe,Chain Snatching
Indecent exposure was also faced in evening on 29 sept 2013,Commenting
Happened at night,Commenting
It happened in evening,Commenting
Happened in afternoon,Commenting
It was very bad and happened in  evening,Indecent exposure
they blocked the way so i couldn't go to my car,Catcalls/Whistles
touching with bad intention,Commenting
the guy was stearing at me and singing wierd songs.,Catcalls/Whistles
pictures were also taken in morning and evening,Commenting
touching in DTC buses with bad intentions,Commenting
in afternoon it happened.,Commenting
it happened in morning,Catcalls/Whistles
somepeople in dtc bus behaves badly,Catcalls/Whistles
"continuous staring, touching...",Touching /Groping
i was oogled in evening,Catcalls/Whistles
i have heard about indecent people making indecent comments,Catcalls/Whistles
u r cheasy and stuffs they told,Catcalls/Whistles
it happened in morning,Commenting
happened in evening,Catcalls/Whistles
I was going from park to my home ans some boys from govt. schools in sarojini nagar started commenting and whistling following me.,Catcalls/Whistles
I was commented at and touched/groped.,Commenting
pictures were also taken in afternoon,Commenting
A variety of demeaning behaviour i have faced while walking from satya to matreyi in evening,Catcalls/Whistles
I WAS TOUCHED IN CANTT AREA IN EVENING,Touching /Groping
I was commented and pictures taken in evening,Commenting
I was commented at,Commenting
I was touched in evening in a bus,Touching /Groping
While standing in the line for metro i got attacked by a boy who tried to push me and touch me.,Touching /Groping
I was touched by a middle aged man about 40 years old and because i got panicked i did not even realise that somebody too my clutch from my bag. luckily i had money to return to home.,Touching /Groping
I was walking with my friends and two guys started commented and following me,Ogling/Facial Expressions/Staring
I was oogled also in evening,Catcalls/Whistles
While waiting for the bus in afternoon,Commenting
In buses people are trying to touch me here and there.,Commenting
i was oggled and pictures were taken as well in afternoon and evening,Catcalls/Whistles
I was touched indecently in evening and morning,Touching /Groping
As i sat in the car a group of boys started to make facial expressions and they tried to talk to me,Catcalls/Whistles
i was small i revolted but i never saw their faces,Catcalls/Whistles
The person standing beside me tried to hold my hand and touching his sexual organs on my hand toatlly shameless,Touching /Groping
It was very bad happened at night,Sexual Invites
Some boys in my classroom teased a girl by saying vulgur words always.,Catcalls/Whistles
It was a concert and a guy grabbed my butt in evening,Touching /Groping
I was commented and many chain snatching incidents happened,Commenting
He was standing close and i threw him far.,Commenting
Standing at the bus stop a man was clicking pictures and also one day an auto wallah tried to take me to some wierd place.,Commenting
the bus was very crowded and a man was leaning on me,Touching /Groping
I was in the bus and a group of man were touching me,Touching /Groping
was on my way to go for shopping metroo station was very crowded while i was entering the general compartment somebody touched me from behind,Touching /Groping
he held my friend's hand in morning.,Touching /Groping
pinching and commenting in crowded buses are often.,Commenting
the person took advantage of the crowd while standing behind me.,Touching /Groping
Someone commented on friend kya maal lag rhi h in evening,Commenting
Irritating behavior in evening,Ogling/Facial Expressions/Staring
called us by some local names like chinky,Commenting
near a jewellers shop in the evening,Chain Snatching
I was going to watch movie then in hall some boys passed comments on us,Commenting
"the boys commented on the girls passing them to touch them, and when the girl reacted to it, they commented ""is bahane choo to logi"".it was a very demeaning and cheap behavior.",Catcalls/Whistles
usually while travelling to public transport people try to touch.,Ogling/Facial Expressions/Staring
It happened while travelling in bus for college when it was crowded.,Touching /Groping
there are many incidents but to mention in particular is an incident of commenting by a drunkard when i was with my friend for bus,Commenting
commenting by a group of guys near GK 1 in the evening while i was with my friend.,Commenting
"While travelling at the bus, the man standing behind me was trying to touch me.",Catcalls/Whistles
In bus an old man was standing behind me and was trying to rub himself on me.,Commenting
In bus an old man was standing behind me and was trying to rub himself on me.,Commenting
I was cat called commented and pictures were taken.,Catcalls/Whistles
People were staring at me rikshwawala came and stood near by me and people started making wierd comments while I was waiting for my friend to rech the metro station.,Catcalls/Whistles
I was walking to satyaniketan with my father and guy made sexual invites,Chain Snatching
"They sang stuffs like "" tune mari ankhiyan, re dil mei baj ghantiyan re tang tang tang"" and all.",Catcalls/Whistles
Guys followed our car to college in chanakyapuri.,Catcalls/Whistles
people stare a lot which makes us uncomfortable and some youngsters practice indecent touching and whistling.,Catcalls/Whistles
I was commented cat called and whistled. Pictures are also taken here.,Catcalls/Whistles
One man came close to me and said that I look hot and he wanted to touch me. I was so afraid.,Catcalls/Whistles
I was waiting for bus some people were commenting at me,Commenting
I was ogled and pictures were taken,Ogling/Facial Expressions/Staring
I was touched/groped at chanakyapuri,Touching /Groping
i was ogled and touched/groped at bus route no. 392,Ogling/Facial Expressions/Staring
he called me up and talked indecently to me,Commenting
Brother in law sexually abused his sister in law. He raped her and threatened her day by day.,Rape / Sexual Assault
One man snatched the chain of my relative and tore her clothes.,Touching /Groping
This happened to one my cousin. She said one man tried to touch her and said her that he would buy her scooty if she spent time with her.,Commenting
"This incident happened to me. In the early morning, when I was going to school. A gang of boys came towards me and said that I am hot and they wanted to take me to their bed.",Commenting
A girl was walking on the street and some boys touched her and ran away.,Touching /Groping
while a girl was going to attend a party at the evening time where she had to cross a narrow road. but on the way there was 4 guys staring at her teasing and using bad words to her. now she is so afraid to go out from home.,Commenting
A person was taking pictures of girls using his cell phone while travelling on the metro.,Commenting
These are the employees of Taj Krishna itself! My husband and I stayed there for 1 week and I was wearing loose fully covered clothes and in spite of that!,Commenting
One man come close to me and touched my private body part.,Catcalls/Whistles
"I was standing at Bandra station wearing a red sleeveless top. Men in the arriving trains whistled, stared, commented on my shirt and my figure.",Ogling/Facial Expressions/Staring
a guy was rubbing up against me in a bus and was oogling,Ogling/Facial Expressions/Staring
Two guys were taking pictures of me and commenting bad words in the public bus.,Catcalls/Whistles
i was standing on bus stand and i saw two guys clicking my pictures,Taking pictures
I was molested by a teacher.,Touching /Groping
"It happened with one of our batch-mate.She was returning from college and while the way was quiet & empty towards her house.Few boys (3-4) saw the girl coming alone,they kidnapped her and took her in the jungle and raped her.",Rape / Sexual Assault
A group of guys tried to touch and grope my friend,Touching /Groping
"CBD Belapur taxi stand, outside the railway station. Goons are wandering in the night.",Poor / No Street Lighting
"My college president, a 50 year old man took the power of his authority over me and my friend.",Touching /Groping
Two boys followed me on my way to my tuition,Commenting
A guy on a bike tried to grope the breasts of the girl sitting next to me on a rickshaw.,Touching /Groping
Catcalls and whistles in the morning at Kalyan railway station.,Catcalls/Whistles
Some boys followed me for long time and commented bad words to me. I was so afraid.,Catcalls/Whistles
Misbehaving with girls when they go out for buying their clothes,Ogling/Facial Expressions/Staring
Pictures were taken and comments were passed.,Taking pictures
I'm being stared in public even just for walking in jeans and a cashmere sweater. It makes me so uncomfortable to be stared continously and get followed by males. I'm from Ponidcherry but when I had visited Chennai a few months ago. I felt completely in Chennai than in Pondicherry.,Ogling/Facial Expressions/Staring
Chain snatching,Others
A group of boys passed some very dirty comments on my friend,Commenting
My friend was raped by her tuition teacher.,Catcalls/Whistles
"Nearby this place of clock tower,there is kamla nagar market where oftenly girls go for shopping , on that very day two boys from the roadside came and started passing bad comments on the girls nearby by momo corner and pushed a girl while passing that place.",Taking pictures
we went for a heritage walk here with a group of 25 girls when we were commented at,Catcalls/Whistles
In front of my building as I was coming home a rickshaw driver was honking and making dirty facial expressions.,Ogling/Facial Expressions/Staring
"Catcalls, whistles",Catcalls/Whistles
Group of persons sitting in a car followed a rickshaw and tried to talk to the girls inside the rickshaw passing loud comments.,Catcalls/Whistles
a family friend tried to be inappropriately touchy during a family gathering. Stopped him and reported to my parents. They cut off all ties with him.,Touching /Groping
Few people were passing comments over a girl passing through a park,Commenting
Physical and verbal abuse at Madanpura near Mumbai central station.,Ogling/Facial Expressions/Staring
Touching.,Touching /Groping
"When I was returning from school, an old man followed me and tried to touch my body.",Stalking
"Men on cycles masturbating and driving close to women and girls, between St. Andrews College and Turner road.",Indecent exposure
"Presence of road-side romeos near Saidev hotel due to lack of police patrolling, making women uncomfortable while shopping and visiting beauty salon.",Catcalls/Whistles
i was stalked by a boy in the subway,Taking pictures
"kalyan, maharashtra on sunday 05th Jan 2013",Chain Snatching
I was walking to my home after taking some groceries. There is a patch of road connecting the Pramukh Vihar Society to the main road. The time was 07:40 pm. 2 persons in a bike passed me making some comments. After some time they came back and while passing comments they tried to touch me. I shouted at them and then they ran away,Poor / No Street Lighting
Happens even in the morning in broad daylight. Can't imagine what it would be like at night!,Catcalls/Whistles
Yes sexual harassment had once happened to me when i was studying  in +2 in NIST college.it was the most awkward   moment of my life till now.,Catcalls/Whistles
Yes i have been sexually harassed. When i was coming home from my college. A man who is setting near to me trying to touch my sensitive parts.,Catcalls/Whistles
"After working my friend had been going home,in the way there were some boys. It was night and my friend was alone some boys started teasing her and whistled her and she felt uncomfortable and ran away.",Catcalls/Whistles
"Once i was travelling one drunk man was totally stuck with a lady. I felt so uncomfortable but unfortunately that lady was so silent,she didn't raise her voice.I felt myself unable to help her.",Touching /Groping
My sister studies away from home. SHe stays in a separate house near her college. She had her college mates at her place for late night studies and one by one all left except her boyfriend. and it so happened eventually he raped her that night.,Rape / Sexual Assault
A person tried to grab me when I was walkng in the railway station. The station was very much crowded and conjested. So the people were actually walking very close to each other.,Touching /Groping
"In class 12, while returning from my tuition classes, some of the boys passes lewd comments.",Catcalls/Whistles
